date     ,state       ,district ,pincode ,demo_age_5_17 ,demo_age_17_ ,total_biometric ,month ,year
12/11/25 ,Maharashtra ,Nagpur   , 441107 ,            0 ,          27 ,             27 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 441109 ,            0 ,           3 ,              3 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 441113 ,            0 ,          17 ,             17 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 441122 ,            0 ,           9 ,              9 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 441201 ,            0 ,          21 ,             21 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 441302 ,            2 ,          17 ,             19 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 441303 ,            0 ,           3 ,              3 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 441304 ,            0 ,           5 ,              5 ,   12 ,2025
12/11/25 ,Maharashtra ,Nagpur   , 441305 ,            0 ,           5 ,              5 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440006 ,            1 ,           7 ,              8 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 440034 ,            9 ,          51 ,             60 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 441001 ,            2 ,           7 ,              9 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 441102 ,            2 ,          10 ,             12 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 441104 ,            1 ,          17 ,             18 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 441106 ,            4 ,          53 ,             57 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 441110 ,            5 ,          34 ,             39 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 441112 ,            0 ,           7 ,              7 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 441202 ,            1 ,          20 ,             21 ,   12 ,2025
12/10/25 ,Maharashtra ,Nagpur   , 441210 ,            0 ,          12 ,             12 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440006 ,            2 ,           6 ,              8 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440010 ,            3 ,           7 ,             10 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440012 ,            0 ,           5 ,              5 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440013 ,            2 ,          25 ,             27 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440014 ,            0 ,          20 ,             20 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440019 ,            0 ,           4 ,              4 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440021 ,            0 ,           1 ,              1 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440023 ,            2 ,          36 ,             38 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440033 ,            0 ,           4 ,              4 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 440035 ,            8 ,          45 ,             53 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441001 ,            0 ,           7 ,              7 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441102 ,            0 ,           8 ,              8 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441108 ,            2 ,          48 ,             50 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441109 ,            0 ,           2 ,              2 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441111 ,            1 ,           8 ,              9 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441122 ,            0 ,          10 ,             10 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441202 ,            1 ,          12 ,             13 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441203 ,            2 ,          27 ,             29 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441204 ,            0 ,           9 ,              9 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441210 ,            0 ,           8 ,              8 ,   12 ,2025
12/12/25 ,Maharashtra ,Nagpur   , 441502 ,            1 ,          15 ,             16 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440003 ,            0 ,           7 ,              7 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440013 ,            2 ,          29 ,             31 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440022 ,            1 ,          13 ,             14 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440024 ,            5 ,          34 ,             39 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 440037 ,            1 ,           8 ,              9 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441106 ,            4 ,          53 ,             57 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441107 ,            4 ,          26 ,             30 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441111 ,            1 ,          10 ,             11 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441112 ,            0 ,           4 ,              4 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441123 ,            1 ,           3 ,              4 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441305 ,            0 ,           5 ,              5 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441401 ,            2 ,          38 ,             40 ,   12 ,2025
12/4/25  ,Maharashtra ,Nagpur   , 441404 ,            0 ,           6 ,              6 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440001 ,            1 ,           5 ,              6 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440003 ,            2 ,           5 ,              7 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440006 ,            1 ,           3 ,              4 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440016 ,            0 ,          12 ,             12 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440026 ,            7 ,          72 ,             79 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440030 ,            0 ,          15 ,             15 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440032 ,            0 ,          13 ,             13 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440033 ,            0 ,           8 ,              8 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 440037 ,            0 ,           6 ,              6 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441101 ,            0 ,          15 ,             15 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441102 ,            1 ,          16 ,             17 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441112 ,            0 ,           2 ,              2 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441201 ,            0 ,           6 ,              6 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441203 ,            1 ,          29 ,             30 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441304 ,            0 ,           5 ,              5 ,   12 ,2025
12/3/25  ,Maharashtra ,Nagpur   , 441404 ,            0 ,           7 ,              7 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440007 ,            0 ,           2 ,              2 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440018 ,            2 ,          23 ,             25 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440023 ,            3 ,          34 ,             37 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 440037 ,            2 ,          12 ,             14 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441001 ,            0 ,           6 ,              6 ,   12 ,2025
12/5/25  ,Maharashtra ,Nagpur   , 441304 ,            0 ,           3 ,              3 ,   12 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440008 ,            2 ,          93 ,             95 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440010 ,            0 ,          22 ,             22 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440016 ,            0 ,          14 ,             14 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440017 ,            2 ,          80 ,             82 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440018 ,            3 ,          37 ,             40 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440022 ,            2 ,          30 ,             32 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440023 ,            2 ,          83 ,             85 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440025 ,            0 ,          14 ,             14 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 440036 ,            2 ,          14 ,             16 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441001 ,            1 ,          12 ,             13 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441102 ,            1 ,          39 ,             40 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441111 ,            1 ,          26 ,             27 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441122 ,            1 ,          26 ,             27 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441301 ,            0 ,          18 ,             18 ,   11 ,2025
11/18/25 ,Maharashtra ,Nagpur   , 441303 ,            0 ,           8 ,              8 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 440004 ,            0 ,           7 ,              7 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 440005 ,            0 ,           2 ,              2 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 440009 ,            1 ,          54 ,             55 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 440016 ,            2 ,          19 ,             21 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 440019 ,            0 ,           4 ,              4 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 440025 ,            1 ,          14 ,             15 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 440027 ,            1 ,          29 ,             30 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 440037 ,            2 ,          24 ,             26 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 441102 ,            2 ,          25 ,             27 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 441104 ,            2 ,          25 ,             27 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 441106 ,            6 ,          79 ,             85 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 441305 ,            1 ,          20 ,             21 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 441404 ,            2 ,          11 ,             13 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 441501 ,            2 ,          62 ,             64 ,   11 ,2025
11/19/25 ,Maharashtra ,Nagpur   , 441502 ,            0 ,          25 ,             25 ,   11 ,2025
11/3/25  ,Maharashtra ,Nagpur   , 440006 ,            0 ,           5 ,              5 ,   11 ,2025
11/3/25  ,Maharashtra ,Nagpur   , 440012 ,            0 ,          11 ,             11 ,   11 ,2025
11/3/25  ,Maharashtra ,Nagpur   , 440026 ,            2 ,          67 ,             69 ,   11 ,2025
11/3/25  ,Maharashtra ,Nagpur   , 440034 ,           10 ,          83 ,             93 ,   11 ,2025
11/3/25  ,Maharashtra ,Nagpur   , 441104 ,            0 ,          57 ,             57 ,   11 ,2025
11/3/25  ,Maharashtra ,Nagpur   , 441106 ,            3 ,          94 ,             97 ,   11 ,2025
11/3/25  ,Maharashtra ,Nagpur   , 441107 ,            1 ,          70 ,             71 ,   11 ,2025
11/3/25  ,Maharashtra ,Nagpur   , 441122 ,            0 ,          23 ,             23 ,   11 ,2025
11/3/25  ,Maharashtra ,Nagpur   , 441203 ,            0 ,          61 ,             61 ,   11 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 440001 ,            0 ,          11 ,             11 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 440003 ,            2 ,           9 ,             11 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 440008 ,            3 ,          47 ,             50 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 440010 ,            0 ,           8 ,              8 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 440012 ,            1 ,          11 ,             12 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 440017 ,            6 ,          62 ,             68 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 440022 ,            0 ,          15 ,             15 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 440033 ,            1 ,           9 ,             10 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 440034 ,           13 ,          64 ,             77 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 441106 ,            6 ,          73 ,             79 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 441107 ,            1 ,          61 ,             62 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 441111 ,            4 ,          26 ,             30 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 441122 ,            1 ,          10 ,             11 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 441203 ,            3 ,          78 ,             81 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 441305 ,            1 ,          17 ,             18 ,   10 ,2025
10/31/25 ,Maharashtra ,Nagpur   , 441306 ,            1 ,          19 ,             20 ,   10 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 440001 ,            1 ,           8 ,              9 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 440006 ,            0 ,           2 ,              2 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 440009 ,            4 ,          26 ,             30 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 440014 ,            1 ,          11 ,             12 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 440018 ,            0 ,          16 ,             16 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 440029 ,            0 ,           2 ,              2 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 440032 ,            0 ,           7 ,              7 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 441002 ,            0 ,           8 ,              8 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 441102 ,            0 ,           5 ,              5 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 441214 ,            0 ,           2 ,              2 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 441302 ,            2 ,          11 ,             13 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 441502 ,            0 ,          11 ,             11 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 440008 ,            0 ,           5 ,              5 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 440014 ,            1 ,           7 ,              8 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 440018 ,            1 ,           4 ,              5 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 440024 ,            0 ,           9 ,              9 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 440034 ,            2 ,           9 ,             11 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 440036 ,            0 ,           1 ,              1 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 441106 ,            2 ,           1 ,              3 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 441122 ,            0 ,           2 ,              2 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 441303 ,            0 ,           1 ,              1 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 441401 ,            0 ,           1 ,              1 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 440007 ,            1 ,           2 ,              3 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 440012 ,            0 ,          15 ,             15 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 440018 ,            4 ,          47 ,             51 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 440027 ,            1 ,          50 ,             51 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441105 ,            1 ,         101 ,            102 ,   11 ,2025
11/17/25 ,Maharashtra ,Nagpur   , 441123 ,            0 ,           3 ,              3 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440007 ,            0 ,           2 ,              2 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440008 ,            0 ,          10 ,             10 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440017 ,            0 ,          22 ,             22 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440019 ,            1 ,           1 ,              2 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440024 ,            2 ,          19 ,             21 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440026 ,            3 ,          13 ,             16 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440037 ,            0 ,           6 ,              6 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441001 ,            0 ,           3 ,              3 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441002 ,            0 ,           4 ,              4 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441101 ,            0 ,           1 ,              1 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441104 ,            0 ,           5 ,              5 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441109 ,            0 ,           2 ,              2 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441111 ,            0 ,           6 ,              6 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441301 ,            0 ,           1 ,              1 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441401 ,            0 ,           1 ,              1 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440002 ,            3 ,          39 ,             42 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440005 ,            1 ,           1 ,              2 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440008 ,            5 ,          60 ,             65 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440012 ,            0 ,          10 ,             10 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440013 ,            1 ,          24 ,             25 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440015 ,            0 ,           7 ,              7 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440016 ,            5 ,          14 ,             19 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440018 ,            3 ,          30 ,             33 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440019 ,            0 ,           3 ,              3 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440032 ,            1 ,           9 ,             10 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 440033 ,            2 ,           7 ,              9 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 441106 ,            0 ,          39 ,             39 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 441107 ,            2 ,          39 ,             41 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 441112 ,            0 ,          18 ,             18 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 441123 ,            2 ,           2 ,              4 ,   11 ,2025
11/21/25 ,Maharashtra ,Nagpur   , 441302 ,            1 ,          24 ,             25 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 440012 ,            0 ,           7 ,              7 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 440013 ,            1 ,          34 ,             35 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 440014 ,            4 ,          42 ,             46 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 440018 ,            2 ,          42 ,             44 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 440023 ,            3 ,          56 ,             59 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 440024 ,            6 ,          54 ,             60 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 440027 ,            2 ,          26 ,             28 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 440034 ,            5 ,          80 ,             85 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 441002 ,            0 ,          26 ,             26 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 441101 ,            1 ,          43 ,             44 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 441106 ,            4 ,          46 ,             50 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 441113 ,            1 ,          23 ,             24 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 441122 ,            1 ,          23 ,             24 ,   11 ,2025
11/20/25 ,Maharashtra ,Nagpur   , 441401 ,            1 ,          36 ,             37 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440001 ,            0 ,           7 ,              7 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440003 ,            0 ,           4 ,              4 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440004 ,            0 ,           4 ,              4 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440007 ,            0 ,           3 ,              3 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440009 ,            2 ,          21 ,             23 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440013 ,            6 ,          33 ,             39 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440017 ,            2 ,          45 ,             47 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440025 ,            1 ,           8 ,              9 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440032 ,            1 ,           5 ,              6 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 440033 ,            1 ,           5 ,              6 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 441102 ,            0 ,           4 ,              4 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 441106 ,            1 ,          29 ,             30 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 441107 ,            2 ,          12 ,             14 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 441108 ,            2 ,          38 ,             40 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 441112 ,            0 ,           4 ,              4 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 441122 ,            0 ,           8 ,              8 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 441202 ,            2 ,          24 ,             26 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 441305 ,            0 ,          11 ,             11 ,   11 ,2025
11/1/25  ,Maharashtra ,Nagpur   , 441502 ,            0 ,           7 ,              7 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 440023 ,            4 ,           9 ,             13 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 440027 ,            0 ,           4 ,              4 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 440035 ,            1 ,           6 ,              7 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441103 ,            0 ,           7 ,              7 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441110 ,            1 ,           5 ,              6 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441113 ,            0 ,           4 ,              4 ,   11 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 440003 ,            0 ,          10 ,             10 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 440006 ,            0 ,           4 ,              4 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 440009 ,            0 ,          39 ,             39 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 440014 ,            3 ,          37 ,             40 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 440037 ,            1 ,           4 ,              5 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441102 ,            1 ,          12 ,             13 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441106 ,            5 ,          56 ,             61 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441110 ,            2 ,          24 ,             26 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441112 ,            1 ,          18 ,             19 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441201 ,            1 ,          25 ,             26 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441202 ,            0 ,          29 ,             29 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441210 ,            0 ,          13 ,             13 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441301 ,            0 ,          12 ,             12 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441306 ,            0 ,          20 ,             20 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441401 ,            3 ,          64 ,             67 ,   10 ,2025
10/29/25 ,Maharashtra ,Nagpur   , 441502 ,            0 ,          15 ,             15 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 440005 ,            0 ,           1 ,              1 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 440010 ,            2 ,          14 ,             16 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 440014 ,            1 ,          25 ,             26 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 440022 ,            0 ,          11 ,             11 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 440024 ,            4 ,          37 ,             41 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 440028 ,            0 ,           2 ,              2 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 440029 ,            1 ,           0 ,              1 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 440036 ,            0 ,           7 ,              7 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 441104 ,            0 ,          45 ,             45 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 441109 ,            1 ,           5 ,              6 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 441110 ,            4 ,          39 ,             43 ,   10 ,2025
10/30/25 ,Maharashtra ,Nagpur   , 441122 ,            3 ,          10 ,             13 ,   10 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 440008 ,            1 ,          31 ,             32 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 440022 ,            1 ,          26 ,             27 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 440026 ,            8 ,          65 ,             73 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 440030 ,            0 ,          17 ,             17 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 440032 ,            0 ,          13 ,             13 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 440036 ,            0 ,           2 ,              2 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 441101 ,            1 ,          51 ,             52 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 441106 ,            4 ,          38 ,             42 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 441109 ,            1 ,           2 ,              3 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 441111 ,            0 ,          13 ,             13 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 441122 ,            7 ,          18 ,             25 ,   11 ,2025
11/24/25 ,Maharashtra ,Nagpur   , 441203 ,            4 ,          29 ,             33 ,   11 ,2025
