date,state,district,pincode,demo_age_5_17,demo_age_17_
18-10-2025,Sikkim,East Sikkim,737134,2,4
17-10-2025,Sikkim,East Sikkim,737103,1,4
17-10-2025,Sikkim,East Sikkim,737106,1,7
17-10-2025,Sikkim,East Sikkim,737131,0,4
17-10-2025,Sikkim,East Sikkim,737132,1,1
17-10-2025,Sikkim,East Sikkim,737133,1,2
25-10-2025,Sikkim,East Sikkim,737103,0,2
25-10-2025,Sikkim,East Sikkim,737106,1,0
28-10-2025,Sikkim,East Sikkim,737102,0,2
28-10-2025,Sikkim,East Sikkim,737134,3,2
31-10-2025,Sikkim,East Sikkim,737134,0,3
08-11-2025,Sikkim,East Sikkim,737103,1,1
08-11-2025,Sikkim,East Sikkim,737106,1,0
09-11-2025,Sikkim,East Sikkim,737102,0,2
09-11-2025,Sikkim,East Sikkim,737134,0,2
16-11-2025,Sikkim,East Sikkim,737106,0,1
16-11-2025,Sikkim,East Sikkim,737131,0,1
16-11-2025,Sikkim,East Sikkim,737134,0,2
19-11-2025,Sikkim,East Sikkim,737132,0,1
04-11-2025,Sikkim,East Sikkim,737102,1,7
04-11-2025,Sikkim,East Sikkim,737106,1,2
04-11-2025,Sikkim,East Sikkim,737107,1,2
04-11-2025,Sikkim,East Sikkim,737133,0,3
05-11-2025,Sikkim,East Sikkim,737133,1,2
05-11-2025,Sikkim,East Sikkim,737134,1,1
06-11-2025,Sikkim,East Sikkim,737106,0,7
06-11-2025,Sikkim,East Sikkim,737132,0,5
06-11-2025,Sikkim,East Sikkim,737134,0,6
06-11-2025,Sikkim,East Sikkim,737135,0,3
07-11-2025,Sikkim,East Sikkim,737131,0,1
07-11-2025,Sikkim,East Sikkim,737133,1,1
06-12-2025,Sikkim,East Sikkim,737102,0,4
06-12-2025,Sikkim,East Sikkim,737106,1,5
06-12-2025,Sikkim,East Sikkim,737133,0,1
11-11-2025,Sikkim,East Sikkim,737106,0,1
12-11-2025,Sikkim,East Sikkim,737103,0,2
12-11-2025,Sikkim,East Sikkim,737132,0,1
14-11-2025,Sikkim,East Sikkim,737101,0,10
14-11-2025,Sikkim,East Sikkim,737107,0,1
14-11-2025,Sikkim,East Sikkim,737132,0,1
13-11-2025,Sikkim,East Sikkim,737101,0,8
15-11-2025,Sikkim,East Sikkim,737101,0,3
16-11-2025,Sikkim,East Sikkim,737135,0,2
24-12-2025,Sikkim,East Sikkim,737102,1,0
25-12-2025,Sikkim,East Sikkim,737135,0,1
28-12-2025,Sikkim,East Sikkim,737101,1,1
28-12-2025,Sikkim,East Sikkim,737102,0,2
31-12-2025,Sikkim,East Sikkim,737132,0,1
31-12-2025,Sikkim,East Sikkim,737133,0,2
02-01-2026,Sikkim,East Sikkim,737131,1,0
01-01-2026,Sikkim,East Sikkim,737102,0,1
01-01-2026,Sikkim,East Sikkim,737132,0,3
01-01-2026,Sikkim,East Sikkim,737135,0,2
23-12-2025,Sikkim,East Sikkim,737103,2,0
03-01-2026,Sikkim,East Sikkim,737133,0,1
14-12-2025,Sikkim,East Sikkim,737101,0,1
14-12-2025,Sikkim,East Sikkim,737107,0,1
19-12-2025,Sikkim,East Sikkim,737135,0,1
16-12-2025,Sikkim,East Sikkim,737133,0,1
15-12-2025,Sikkim,East Sikkim,737102,1,1
15-12-2025,Sikkim,East Sikkim,737134,0,2
20-12-2025,Sikkim,East Sikkim,737135,1,0
23-12-2025,Sikkim,East Sikkim,737102,0,1
23-12-2025,Sikkim,East Sikkim,737107,0,1
23-12-2025,Sikkim,East Sikkim,737131,0,1
24-12-2025,Sikkim,East Sikkim,737101,0,1
25-12-2025,Sikkim,East Sikkim,737101,0,1
26-12-2025,Sikkim,East Sikkim,737135,1,1
27-12-2025,Sikkim,East Sikkim,737102,0,1
27-12-2025,Sikkim,East Sikkim,737134,0,1
27-12-2025,Sikkim,East Sikkim,737135,0,2
19-12-2025,Sikkim,East Sikkim,737101,0,7
19-12-2025,Sikkim,East Sikkim,737102,0,4
19-12-2025,Sikkim,East Sikkim,737103,0,2
19-12-2025,Sikkim,East Sikkim,737132,0,1
13-12-2025,Sikkim,East Sikkim,737101,0,1
13-12-2025,Sikkim,East Sikkim,737102,3,1
13-12-2025,Sikkim,East Sikkim,737133,0,2
16-12-2025,Sikkim,East Sikkim,737101,2,6
15-12-2025,Sikkim,East Sikkim,737107,0,1
17-12-2025,Sikkim,East Sikkim,737106,2,7
08-12-2025,Sikkim,East Sikkim,737101,1,8
08-12-2025,Sikkim,East Sikkim,737106,1,5
09-12-2025,Sikkim,East Sikkim,737102,0,3
11-12-2025,Sikkim,East Sikkim,737102,1,9
11-12-2025,Sikkim,East Sikkim,737133,1,1
10-12-2025,Sikkim,East Sikkim,737103,0,3
12-12-2025,Sikkim,East Sikkim,737107,0,2
04-12-2025,Sikkim,East Sikkim,737102,1,2
04-12-2025,Sikkim,East Sikkim,737132,0,3
04-12-2025,Sikkim,East Sikkim,737135,0,2
03-12-2025,Sikkim,East Sikkim,737134,0,4
03-12-2025,Sikkim,East Sikkim,737135,0,5
05-12-2025,Sikkim,East Sikkim,737101,0,10
05-12-2025,Sikkim,East Sikkim,737138,0,1
19-11-2025,Sikkim,East Sikkim,737101,1,7
19-11-2025,Sikkim,East Sikkim,737103,0,3
18-11-2025,Sikkim,East Sikkim,737107,0,1
03-11-2025,Sikkim,East Sikkim,737102,1,4
03-11-2025,Sikkim,East Sikkim,737131,0,2
31-10-2025,Sikkim,East Sikkim,737133,0,2
22-11-2025,Sikkim,East Sikkim,737101,0,1
23-11-2025,Sikkim,East Sikkim,737101,0,1
23-11-2025,Sikkim,East Sikkim,737103,0,1
17-11-2025,Sikkim,East Sikkim,737103,1,6
01-11-2025,Sikkim,East Sikkim,737106,0,3
01-11-2025,Sikkim,East Sikkim,737131,0,1
01-11-2025,Sikkim,East Sikkim,737135,1,3
25-11-2025,Sikkim,East Sikkim,737101,0,7
25-11-2025,Sikkim,East Sikkim,737106,0,1
26-11-2025,Sikkim,East Sikkim,737135,0,1
24-11-2025,Sikkim,East Sikkim,737134,0,2
24-11-2025,Sikkim,East Sikkim,737135,0,5
02-12-2025,Sikkim,East Sikkim,737102,0,4
02-12-2025,Sikkim,East Sikkim,737133,0,2
27-11-2025,Sikkim,East Sikkim,737101,1,9
27-11-2025,Sikkim,East Sikkim,737133,0,3
28-11-2025,Sikkim,East Sikkim,737101,0,5
28-11-2025,Sikkim,East Sikkim,737103,0,4
28-11-2025,Sikkim,East Sikkim,737106,0,3
28-11-2025,Sikkim,East Sikkim,737132,0,1
30-11-2025,Sikkim,East Sikkim,737133,0,1
16-10-2025,Sikkim,East Sikkim,737107,0,4
16-10-2025,Sikkim,East Sikkim,737133,0,1
16-10-2025,Sikkim,East Sikkim,737135,0,3
18-10-2025,Sikkim,East Sikkim,737106,0,4
18-10-2025,Sikkim,East Sikkim,737135,1,2
19-10-2025,Sikkim,East Sikkim,737101,0,3
19-10-2025,Sikkim,East Sikkim,737107,0,1
19-10-2025,Sikkim,East Sikkim,737134,0,1
25-10-2025,Sikkim,East Sikkim,737107,1,0
25-10-2025,Sikkim,East Sikkim,737135,0,2
27-10-2025,Sikkim,East Sikkim,737103,0,1
26-10-2025,Sikkim,East Sikkim,737106,0,3
26-10-2025,Sikkim,East Sikkim,737135,0,3
20-10-2025,Sikkim,East Sikkim,737135,0,1
24-10-2025,Sikkim,East Sikkim,737102,0,3
28-10-2025,Sikkim,East Sikkim,737107,0,1
28-10-2025,Sikkim,East Sikkim,737131,0,2
01-11-2025,Sikkim,East Sikkim,737133,0,1
15-11-2025,Sikkim,East Sikkim,737132,0,2
01-12-2025,Sikkim,East Sikkim,737138,0,1
04-12-2025,Sikkim,East Sikkim,737133,0,1
07-12-2025,Sikkim,East Sikkim,737102,0,4
07-12-2025,Sikkim,East Sikkim,737133,0,1
01-03-2025,Sikkim,East Sikkim,737103,13,99
01-09-2025,Sikkim,East Sikkim,737101,1,9
01-09-2025,Sikkim,East Sikkim,737133,1,8
02-09-2025,Sikkim,East Sikkim,737102,0,13
02-09-2025,Sikkim,East Sikkim,737103,0,4
02-09-2025,Sikkim,East Sikkim,737107,0,1
02-09-2025,Sikkim,East Sikkim,737132,0,1
02-09-2025,Sikkim,East Sikkim,737133,0,3
03-09-2025,Sikkim,East Sikkim,737101,2,11
03-09-2025,Sikkim,East Sikkim,737102,0,8
03-09-2025,Sikkim,East Sikkim,737131,2,7
03-09-2025,Sikkim,East Sikkim,737132,0,2
03-09-2025,Sikkim,East Sikkim,737134,0,11
03-09-2025,Sikkim,East Sikkim,737138,0,1
04-09-2025,Sikkim,East Sikkim,737106,0,6
04-09-2025,Sikkim,East Sikkim,737107,0,4
04-09-2025,Sikkim,East Sikkim,737131,0,13
05-09-2025,Sikkim,East Sikkim,737102,1,9
05-09-2025,Sikkim,East Sikkim,737106,0,5
05-09-2025,Sikkim,East Sikkim,737107,0,2
06-09-2025,Sikkim,East Sikkim,737101,0,7
06-09-2025,Sikkim,East Sikkim,737106,0,1
08-09-2025,Sikkim,East Sikkim,737131,0,6
09-09-2025,Sikkim,East Sikkim,737106,2,10
09-09-2025,Sikkim,East Sikkim,737133,0,3
11-09-2025,Sikkim,East Sikkim,737132,0,2
11-09-2025,Sikkim,East Sikkim,737134,1,7
13-09-2025,Sikkim,East Sikkim,737101,2,2
13-09-2025,Sikkim,East Sikkim,737103,0,1
13-09-2025,Sikkim,East Sikkim,737107,0,1
13-09-2025,Sikkim,East Sikkim,737138,0,1
12-09-2025,Sikkim,East Sikkim,737107,0,1
12-09-2025,Sikkim,East Sikkim,737131,0,3
15-09-2025,Sikkim,East Sikkim,737132,0,1
15-09-2025,Sikkim,East Sikkim,737133,0,2
15-09-2025,Sikkim,East Sikkim,737135,0,3
16-09-2025,Sikkim,East Sikkim,737103,0,4
16-09-2025,Sikkim,East Sikkim,737131,0,3
17-09-2025,Sikkim,East Sikkim,737131,0,1
20-09-2025,Sikkim,East Sikkim,737103,0,1
20-09-2025,Sikkim,East Sikkim,737106,0,2
15-10-2025,Sikkim,East Sikkim,737101,0,3
15-10-2025,Sikkim,East Sikkim,737131,0,1
11-12-2025,Sikkim,East Sikkim,737131,0,2
11-12-2025,Sikkim,East Sikkim,737134,1,3
10-12-2025,Sikkim,East Sikkim,737101,1,5
10-12-2025,Sikkim,East Sikkim,737131,0,3
12-12-2025,Sikkim,East Sikkim,737102,0,4
12-12-2025,Sikkim,East Sikkim,737106,0,3
12-12-2025,Sikkim,East Sikkim,737133,0,2
12-12-2025,Sikkim,East Sikkim,737134,0,8
04-12-2025,Sikkim,East Sikkim,737101,1,3
04-12-2025,Sikkim,East Sikkim,737103,0,2
04-12-2025,Sikkim,East Sikkim,737106,0,1
05-12-2025,Sikkim,East Sikkim,737103,0,4
05-12-2025,Sikkim,East Sikkim,737106,1,3
05-12-2025,Sikkim,East Sikkim,737131,0,1
05-12-2025,Sikkim,East Sikkim,737132,0,3
05-12-2025,Sikkim,East Sikkim,737133,0,2
05-12-2025,Sikkim,East Sikkim,737135,0,2
06-12-2025,Sikkim,East Sikkim,737132,0,2
06-12-2025,Sikkim,East Sikkim,737135,1,1
07-12-2025,Sikkim,East Sikkim,737101,0,1
04-11-2025,Sikkim,East Sikkim,737101,0,5
04-11-2025,Sikkim,East Sikkim,737132,0,1
05-11-2025,Sikkim,East Sikkim,737102,1,5
05-11-2025,Sikkim,East Sikkim,737131,0,4
06-11-2025,Sikkim,East Sikkim,737102,0,7
29-12-2025,Sikkim,East Sikkim,737101,0,3
29-12-2025,Sikkim,East Sikkim,737102,0,1
29-12-2025,Sikkim,East Sikkim,737133,0,2
02-01-2026,Sikkim,East Sikkim,737106,0,1
02-01-2026,Sikkim,East Sikkim,737132,0,5
01-01-2026,Sikkim,East Sikkim,737107,0,1
01-01-2026,Sikkim,East Sikkim,737138,0,1
24-12-2025,Sikkim,East Sikkim,737131,0,1
26-12-2025,Sikkim,East Sikkim,737131,0,2
28-12-2025,Sikkim,East Sikkim,737106,0,1
31-12-2025,Sikkim,East Sikkim,737101,0,7
31-12-2025,Sikkim,East Sikkim,737102,0,4
31-12-2025,Sikkim,East Sikkim,737131,1,0
31-12-2025,Sikkim,East Sikkim,737134,0,3
03-01-2026,Sikkim,East Sikkim,737103,1,0
23-12-2025,Sikkim,East Sikkim,737101,0,4
24-12-2025,Sikkim,East Sikkim,737106,1,0
26-12-2025,Sikkim,East Sikkim,737101,0,5
14-12-2025,Sikkim,East Sikkim,737102,1,1
14-12-2025,Sikkim,East Sikkim,737133,0,2
27-11-2025,Sikkim,East Sikkim,737107,0,1
18-12-2025,Sikkim,East Sikkim,737132,0,1
18-12-2025,Sikkim,East Sikkim,737134,0,1
19-12-2025,Sikkim,East Sikkim,737106,0,2
22-12-2025,Sikkim,East Sikkim,737134,0,1
13-12-2025,Sikkim,East Sikkim,737134,2,1
15-12-2025,Sikkim,East Sikkim,737101,1,3
15-12-2025,Sikkim,East Sikkim,737106,0,1
14-12-2025,Sikkim,East Sikkim,737132,0,1
16-12-2025,Sikkim,East Sikkim,737107,0,1
17-12-2025,Sikkim,East Sikkim,737134,0,2
17-12-2025,Sikkim,East Sikkim,737135,0,3
08-12-2025,Sikkim,East Sikkim,737138,0,1
09-12-2025,Sikkim,East Sikkim,737101,0,5
09-12-2025,Sikkim,East Sikkim,737106,0,2
09-12-2025,Sikkim,East Sikkim,737131,0,2
10-11-2025,Sikkim,East Sikkim,737103,0,5
10-11-2025,Sikkim,East Sikkim,737131,2,2
10-11-2025,Sikkim,East Sikkim,737133,0,3
15-11-2025,Sikkim,East Sikkim,737133,0,2
15-11-2025,Sikkim,East Sikkim,737134,0,4
18-11-2025,Sikkim,East Sikkim,737102,0,2
18-11-2025,Sikkim,East Sikkim,737133,0,4
19-11-2025,Sikkim,East Sikkim,737135,0,4
14-11-2025,Sikkim,East Sikkim,737102,0,4
14-11-2025,Sikkim,East Sikkim,737103,0,1
14-11-2025,Sikkim,East Sikkim,737106,0,3
14-11-2025,Sikkim,East Sikkim,737131,0,1
14-11-2025,Sikkim,East Sikkim,737134,0,7
13-11-2025,Sikkim,East Sikkim,737102,1,6
13-11-2025,Sikkim,East Sikkim,737135,2,3
20-11-2025,Sikkim,East Sikkim,737131,1,0
20-11-2025,Sikkim,East Sikkim,737134,0,5
20-11-2025,Sikkim,East Sikkim,737135,0,1
11-11-2025,Sikkim,East Sikkim,737102,1,2
12-11-2025,Sikkim,East Sikkim,737134,1,6
12-11-2025,Sikkim,East Sikkim,737135,0,7
12-11-2025,Sikkim,East Sikkim,737138,0,1
17-11-2025,Sikkim,East Sikkim,737132,0,2
21-11-2025,Sikkim,East Sikkim,737133,0,1
03-11-2025,Sikkim,East Sikkim,737106,2,7
03-11-2025,Sikkim,East Sikkim,737134,1,15
31-10-2025,Sikkim,East Sikkim,737107,0,1
31-10-2025,Sikkim,East Sikkim,737135,0,3
25-11-2025,Sikkim,East Sikkim,737103,0,2
25-11-2025,Sikkim,East Sikkim,737133,0,2
25-11-2025,Sikkim,East Sikkim,737134,0,3
25-11-2025,Sikkim,East Sikkim,737135,0,1
24-11-2025,Sikkim,East Sikkim,737102,1,7
24-11-2025,Sikkim,East Sikkim,737107,0,1
01-11-2025,Sikkim,East Sikkim,737102,0,3
30-10-2025,Sikkim,East Sikkim,737132,0,2
29-10-2025,Sikkim,East Sikkim,737102,0,4
29-10-2025,Sikkim,East Sikkim,737103,0,1
29-10-2025,Sikkim,East Sikkim,737134,2,3
22-11-2025,Sikkim,East Sikkim,737133,0,1
01-12-2025,Sikkim,East Sikkim,737103,0,1
01-12-2025,Sikkim,East Sikkim,737107,0,1
01-12-2025,Sikkim,East Sikkim,737134,1,7
26-11-2025,Sikkim,East Sikkim,737106,0,3
26-11-2025,Sikkim,East Sikkim,737133,0,2
27-11-2025,Sikkim,East Sikkim,737106,0,1
27-11-2025,Sikkim,East Sikkim,737132,0,3
02-12-2025,Sikkim,East Sikkim,737134,0,1
28-11-2025,Sikkim,East Sikkim,737102,0,9
28-11-2025,Sikkim,East Sikkim,737131,0,2
28-11-2025,Sikkim,East Sikkim,737133,0,3
29-11-2025,Sikkim,East Sikkim,737131,0,1
29-11-2025,Sikkim,East Sikkim,737133,0,5
30-11-2025,Sikkim,East Sikkim,737107,0,1
