date     ,state       ,district ,pincode ,bio_age_5_17 ,bio_age_17_ ,total_biometric ,month ,year
12/23/25 ,Maharashtra ,Nagpur   , 440001 ,           9 ,          9 ,             18 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 440008 ,          18 ,         59 ,             77 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 440017 ,          25 ,         44 ,             69 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 440018 ,          16 ,         32 ,             48 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 440028 ,           0 ,          2 ,              2 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 440029 ,           0 ,          3 ,              3 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 441002 ,          16 ,         26 ,             42 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 441111 ,           5 ,         11 ,             16 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 441204 ,          13 ,         13 ,             26 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 441214 ,          11 ,         12 ,             23 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 441303 ,           5 ,          5 ,             10 ,   12 ,2025
12/23/25 ,Maharashtra ,Nagpur   , 441502 ,           3 ,          5 ,              8 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 440002 ,          21 ,         29 ,             50 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 440003 ,           4 ,          5 ,              9 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 440021 ,           0 ,          2 ,              2 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 440027 ,          13 ,         18 ,             31 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 440037 ,           2 ,          0 ,              2 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 441101 ,           1 ,          2 ,              3 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 441102 ,           7 ,          4 ,             11 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 441108 ,           2 ,          2 ,              4 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 441203 ,          10 ,         15 ,             25 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 441305 ,           4 ,          5 ,              9 ,   12 ,2025
12/24/25 ,Maharashtra ,Nagpur   , 440005 ,           1 ,          0 ,              1 ,   12 ,2025
12/24/25 ,Maharashtra ,Nagpur   , 440035 ,          26 ,         43 ,             69 ,   12 ,2025
12/24/25 ,Maharashtra ,Nagpur   , 441002 ,          10 ,         24 ,             34 ,   12 ,2025
12/24/25 ,Maharashtra ,Nagpur   , 441301 ,           4 ,         12 ,             16 ,   12 ,2025
12/24/25 ,Maharashtra ,Nagpur   , 441303 ,           0 ,          4 ,              4 ,   12 ,2025
12/24/25 ,Maharashtra ,Nagpur   , 441501 ,          21 ,         23 ,             44 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 440006 ,           5 ,          3 ,              8 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 440013 ,          18 ,         36 ,             54 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 440024 ,          26 ,         38 ,             64 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 440026 ,          19 ,         26 ,             45 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 440028 ,           0 ,          2 ,              2 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 441001 ,           2 ,          6 ,              8 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 441107 ,          12 ,         30 ,             42 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 441108 ,          14 ,         35 ,             49 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 441112 ,           0 ,          7 ,              7 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 441113 ,           6 ,         12 ,             18 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 441204 ,          10 ,          8 ,             18 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 441301 ,           6 ,         20 ,             26 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 441305 ,           5 ,         21 ,             26 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 441404 ,           2 ,          1 ,              3 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440006 ,           0 ,          1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440019 ,           1 ,          2 ,              3 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441502 ,           3 ,          3 ,              6 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440004 ,           0 ,          1 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440006 ,           1 ,          0 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          2 ,              2 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441303 ,           1 ,          0 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441305 ,           1 ,          4 ,              5 ,   12 ,2025
12/13/25 ,Maharashtra ,Nagpur   , 440029 ,           0 ,          1 ,              1 ,   12 ,2025
12/16/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          2 ,              2 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 440003 ,           0 ,          1 ,              1 ,   12 ,2025
12/21/25 ,Maharashtra ,Nagpur   , 441302 ,           0 ,          1 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440010 ,           0 ,          1 ,              1 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440015 ,           1 ,          7 ,              8 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440024 ,           0 ,          9 ,              9 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 440030 ,           0 ,          2 ,              2 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441001 ,           1 ,          2 ,              3 ,   12 ,2025
12/14/25 ,Maharashtra ,Nagpur   , 441108 ,           0 ,          4 ,              4 ,   12 ,2025
12/8/25  ,Maharashtra ,Nagpur   , 440029 ,           0 ,          1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 440016 ,           0 ,          1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441002 ,           0 ,          1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441101 ,           0 ,          1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441110 ,           0 ,          8 ,              8 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441306 ,           0 ,          1 ,              1 ,   12 ,2025
12/7/25  ,Maharashtra ,Nagpur   , 441401 ,           0 ,          2 ,              2 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440004 ,           2 ,          1 ,              3 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 440024 ,          25 ,         38 ,             63 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441001 ,           2 ,          3 ,              5 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441101 ,           2 ,          7 ,              9 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441106 ,          30 ,         59 ,             89 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441122 ,           1 ,          4 ,              5 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          1 ,              1 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441305 ,           6 ,         16 ,             22 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441306 ,           6 ,         11 ,             17 ,   12 ,2025
12/27/25 ,Maharashtra ,Nagpur   , 441401 ,          16 ,         37 ,             53 ,   12 ,2025
1/1/26   ,Maharashtra ,Nagpur   , 440003 ,           4 ,         13 ,             17 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 440008 ,          31 ,         70 ,            101 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 440010 ,          18 ,         24 ,             42 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 440012 ,           5 ,          5 ,             10 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 440019 ,           3 ,          1 ,              4 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 440021 ,           1 ,          2 ,              3 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 440030 ,          12 ,         21 ,             33 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 440037 ,           2 ,          0 ,              2 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441106 ,          33 ,         80 ,            113 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441107 ,          44 ,         28 ,             72 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441202 ,          12 ,         28 ,             40 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441302 ,          38 ,         41 ,             79 ,    1 ,2026
1/1/26   ,Maharashtra ,Nagpur   , 441303 ,           5 ,          6 ,             11 ,    1 ,2026
12/19/25 ,Maharashtra ,Nagpur   , 440020 ,           0 ,          1 ,              1 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440028 ,           0 ,          1 ,              1 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440001 ,           1 ,          2 ,              3 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440002 ,           8 ,         13 ,             21 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440014 ,           3 ,          4 ,              7 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440015 ,           1 ,          3 ,              4 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 440021 ,           1 ,          0 ,              1 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441107 ,           3 ,          1 ,              4 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441113 ,           3 ,          1 ,              4 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441304 ,           2 ,          6 ,              8 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441306 ,           1 ,          5 ,              6 ,   12 ,2025
12/28/25 ,Maharashtra ,Nagpur   , 441501 ,           2 ,          2 ,              4 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440001 ,           5 ,          4 ,              9 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440003 ,           3 ,          5 ,              8 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440006 ,           2 ,          3 ,              5 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 440037 ,           3 ,          2 ,              5 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441204 ,           5 ,          8 ,             13 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441404 ,           2 ,          5 ,              7 ,   12 ,2025
12/29/25 ,Maharashtra ,Nagpur   , 441501 ,           5 ,         13 ,             18 ,   12 ,2025
12/24/25 ,Maharashtra ,Nagpur   , 440029 ,           0 ,          2 ,              2 ,   12 ,2025
12/26/25 ,Maharashtra ,Nagpur   , 440029 ,           1 ,          2 ,              3 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440002 ,           0 ,          8 ,              8 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440003 ,           0 ,          4 ,              4 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440007 ,           0 ,          3 ,              3 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440010 ,           0 ,          1 ,              1 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440026 ,           3 ,         26 ,             29 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440032 ,           1 ,          2 ,              3 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 440037 ,           3 ,          9 ,             12 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441101 ,           0 ,          5 ,              5 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441109 ,           0 ,          1 ,              1 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441113 ,           0 ,          2 ,              2 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441202 ,           0 ,          3 ,              3 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441203 ,           0 ,          7 ,              7 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441204 ,           0 ,          1 ,              1 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441401 ,           0 ,          8 ,              8 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441501 ,           0 ,          2 ,              2 ,   12 ,2025
12/25/25 ,Maharashtra ,Nagpur   , 441502 ,           0 ,          1 ,              1 ,   12 ,2025
12/17/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          5 ,              5 ,   12 ,2025
12/19/25 ,Maharashtra ,Nagpur   , 440028 ,           1 ,          2 ,              3 ,   12 ,2025
12/19/25 ,Maharashtra ,Nagpur   , 441123 ,           0 ,          2 ,              2 ,   12 ,2025
12/18/25 ,Maharashtra ,Nagpur   , 441123 ,           1 ,          6 ,              7 ,   12 ,2025
1/2/26   ,Maharashtra ,Nagpur   , 440002 ,          14 ,         19 ,             33 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440009 ,          18 ,         41 ,             59 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440013 ,          14 ,         39 ,             53 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440017 ,          25 ,         46 ,             71 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440018 ,          14 ,         26 ,             40 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440019 ,           1 ,          1 ,              2 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440026 ,          24 ,         47 ,             71 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440030 ,          13 ,         15 ,             28 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440032 ,           7 ,         14 ,             21 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 440034 ,          33 ,         44 ,             77 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441122 ,           5 ,          8 ,             13 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441204 ,           8 ,         14 ,             22 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441214 ,           3 ,          8 ,             11 ,    1 ,2026
1/2/26   ,Maharashtra ,Nagpur   , 441305 ,           3 ,         15 ,             18 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440008 ,           3 ,         14 ,             17 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440012 ,           1 ,          0 ,              1 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440013 ,           7 ,          2 ,              9 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440017 ,           7 ,          9 ,             16 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440026 ,           5 ,         17 ,             22 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 440032 ,           0 ,          1 ,              1 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441107 ,           4 ,         10 ,             14 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441108 ,           3 ,          4 ,              7 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441109 ,           0 ,          2 ,              2 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441214 ,           1 ,          0 ,              1 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441304 ,           0 ,          3 ,              3 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441305 ,           0 ,          2 ,              2 ,    1 ,2026
1/3/26   ,Maharashtra ,Nagpur   , 441501 ,           4 ,          5 ,              9 ,    1 ,2026
12/20/25 ,Maharashtra ,Nagpur   , 440007 ,           0 ,          2 ,              2 ,   12 ,2025
12/20/25 ,Maharashtra ,Nagpur   , 440029 ,           0 ,          1 ,              1 ,   12 ,2025
12/9/25  ,Maharashtra ,Nagpur   , 441123 ,           0 ,          3 ,              3 ,   12 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 440016 ,           0 ,          1 ,              1 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 440023 ,           0 ,          2 ,              2 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 440026 ,           1 ,          7 ,              8 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 440034 ,           0 ,          8 ,              8 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 440037 ,           0 ,          1 ,              1 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 441104 ,           0 ,          1 ,              1 ,   11 ,2025
11/30/25 ,Maharashtra ,Nagpur   , 441401 ,           0 ,          2 ,              2 ,   11 ,2025
11/29/25 ,Maharashtra ,Nagpur   , 440019 ,           0 ,          1 ,              1 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 440036 ,           0 ,          1 ,              1 ,   11 ,2025
11/23/25 ,Maharashtra ,Nagpur   , 441303 ,           0 ,          1 ,              1 ,   11 ,2025
11/22/25 ,Maharashtra ,Nagpur   , 440029 ,           0 ,          2 ,              2 ,   11 ,2025
11/26/25 ,Maharashtra ,Nagpur   , 441123 ,           2 ,          3 ,              5 ,   11 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441203 ,         226 ,       1446 ,           1672 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440007 ,          25 ,         45 ,             70 ,    4 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440012 ,          38 ,        106 ,            144 ,    3 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441301 ,          75 ,        522 ,            597 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441105 ,          98 ,        362 ,            460 ,    4 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440014 ,         186 ,        589 ,            775 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440035 ,         367 ,        735 ,           1102 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 441106 ,         656 ,       1503 ,           2159 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440002 ,         265 ,        715 ,            980 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 441303 ,          86 ,        103 ,            189 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 441111 ,         302 ,        539 ,            841 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440016 ,         162 ,        322 ,            484 ,    3 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 440017 ,         261 ,        821 ,           1082 ,    3 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441305 ,          79 ,        386 ,            465 ,    4 ,2025
3/1/25   ,Maharashtra ,Nagpur   , 441110 ,         245 ,        742 ,            987 ,    3 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441501 ,         209 ,        292 ,            501 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441201 ,          84 ,        490 ,            574 ,    4 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 440012 ,          48 ,        113 ,            161 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 440033 ,          73 ,        106 ,            179 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 440022 ,         258 ,        397 ,            655 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 441106 ,         385 ,       1745 ,           2130 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 441404 ,          53 ,         84 ,            137 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 440015 ,         174 ,        277 ,            451 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 440034 ,         610 ,        831 ,           1441 ,    5 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 441110 ,         266 ,        643 ,            909 ,    5 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440016 ,         145 ,        254 ,            399 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441102 ,         109 ,        244 ,            353 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440022 ,         157 ,        333 ,            490 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440034 ,         571 ,        898 ,           1469 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 440036 ,          58 ,        113 ,            171 ,    4 ,2025
4/1/25   ,Maharashtra ,Nagpur   , 441401 ,         280 ,       1107 ,           1387 ,    4 ,2025
5/1/25   ,Maharashtra ,Nagpur   , 441502 ,          68 ,        170 ,            238 ,    5 ,2025
6/1/25   ,Maharashtra ,Nagpur   , 441105 ,          93 ,        270 ,            363 ,    6 ,2025
6/1/25   ,Maharashtra ,Nagpur   , 440005 ,          21 ,         24 ,             45 ,    6 ,2025
6/1/25   ,Maharashtra ,Nagpur   , 440021 ,          14 ,         21 ,             35 ,    6 ,2025
6/1/25   ,Maharashtra ,Nagpur   , 441404 ,          40 ,         79 ,            119 ,    6 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440007 ,           4 ,          5 ,              9 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 440016 ,           6 ,          9 ,             15 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441201 ,           1 ,         13 ,             14 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441301 ,           5 ,         37 ,             42 ,   10 ,2025
10/26/25 ,Maharashtra ,Nagpur   , 441305 ,           6 ,         28 ,             34 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 440022 ,           5 ,         16 ,             21 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 440033 ,           3 ,          6 ,              9 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441105 ,           2 ,         13 ,             15 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441112 ,          16 ,          9 ,             25 ,   10 ,2025
10/19/25 ,Maharashtra ,Nagpur   , 441401 ,          16 ,         37 ,             53 ,   10 ,2025
10/25/25 ,Maharashtra ,Nagpur   , 440021 ,           1 ,          0 ,              1 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 440004 ,           0 ,          4 ,              4 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441111 ,           2 ,          6 ,              8 ,   10 ,2025
10/21/25 ,Maharashtra ,Nagpur   , 441203 ,           8 ,         50 ,             58 ,   10 ,2025
10/17/25 ,Maharashtra ,Nagpur   , 440020 ,           0 ,          1 ,              1 ,   10 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441210 ,          12 ,         94 ,            106 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441214 ,           0 ,         18 ,             18 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441305 ,           6 ,         16 ,             22 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 440021 ,           0 ,          1 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440005 ,           1 ,          2 ,              3 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441305 ,           3 ,          7 ,             10 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441502 ,           2 ,          4 ,              6 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440003 ,           4 ,         10 ,             14 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441502 ,           5 ,          7 ,             12 ,   11 ,2025
11/14/25 ,Maharashtra ,Nagpur   , 440029 ,           1 ,          1 ,              2 ,   11 ,2025
11/15/25 ,Maharashtra ,Nagpur   , 440029 ,           1 ,          0 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440003 ,           0 ,          1 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440012 ,           0 ,          4 ,              4 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 440019 ,           0 ,          1 ,              1 ,   11 ,2025
11/9/25  ,Maharashtra ,Nagpur   , 441113 ,           0 ,          1 ,              1 ,   11 ,2025
11/12/25 ,Maharashtra ,Nagpur   , 440020 ,           0 ,          1 ,              1 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 440037 ,           0 ,          6 ,              6 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441101 ,           0 ,          1 ,              1 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441109 ,           0 ,          2 ,              2 ,   11 ,2025
11/16/25 ,Maharashtra ,Nagpur   , 441301 ,           0 ,          1 ,              1 ,   11 ,2025
10/28/25 ,Maharashtra ,Nagpur   , 440020 ,           0 ,          2 ,              2 ,   10 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441103 ,           0 ,          7 ,              7 ,   11 ,2025
11/2/25  ,Maharashtra ,Nagpur   , 441113 ,           0 ,          4 ,              4 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 440012 ,           1 ,          0 ,              1 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 440036 ,           0 ,          3 ,              3 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 441112 ,           0 ,         22 ,             22 ,   11 ,2025
11/5/25  ,Maharashtra ,Nagpur   , 441306 ,           0 ,          4 ,              4 ,   11 ,2025
8/9/25   ,Maharashtra ,Nagpur   , 441404 ,           0 ,          1 ,              1 ,    8 ,2025
8/8/25   ,Maharashtra ,Nagpur   , 440019 ,           0 ,          2 ,              2 ,    8 ,2025
7/20/25  ,Maharashtra ,Nagpur   , 441203 ,           0 ,          1 ,              1 ,    7 ,2025
7/22/25  ,Maharashtra ,Nagpur   , 440005 ,           0 ,          5 ,              5 ,    7 ,2025
7/18/25  ,Maharashtra ,Nagpur   , 440029 ,           0 ,          1 ,              1 ,    7 ,2025
8/3/25   ,Maharashtra ,Nagpur   , 440003 ,           0 ,          1 ,              1 ,    8 ,2025
8/3/25   ,Maharashtra ,Nagpur   , 440027 ,           0 ,          2 ,              2 ,    8 ,2025
8/3/25   ,Maharashtra ,Nagpur   , 441203 ,           0 ,          1 ,              1 ,    8 ,2025
8/3/25   ,Maharashtra ,Nagpur   , 441401 ,           0 ,          4 ,              4 ,    8 ,2025
7/29/25  ,Maharashtra ,Nagpur   , 440007 ,           0 ,          1 ,              1 ,    7 ,2025
7/28/25  ,Maharashtra ,Nagpur   , 440007 ,           0 ,          1 ,              1 ,    7 ,2025
7/13/25  ,Maharashtra ,Nagpur   , 441203 ,           0 ,          2 ,              2 ,    7 ,2025
7/13/25  ,Maharashtra ,Nagpur   , 441204 ,           0 ,          1 ,              1 ,    7 ,2025
10/2/25  ,Maharashtra ,Nagpur   , 440009 ,           0 ,          1 ,              1 ,   10 ,2025
10/2/25  ,Maharashtra ,Nagpur   , 440014 ,           0 ,          1 ,              1 ,   10 ,2025
10/2/25  ,Maharashtra ,Nagpur   , 441108 ,           1 ,          1 ,              2 ,   10 ,2025
10/2/25  ,Maharashtra ,Nagpur   , 441112 ,           0 ,          1 ,              1 ,   10 ,2025
